Id,Label,Weight
955,23ewrdtf,1.0
956,yozachar,1.0
957,ehcrae,1.0
958,Lyndeno,1.0
959,neoblackcap,1.0
960,bsherman,1.0
961,ksdrar,1.0
962,leo91000,1.0
963,radix,1.0
964,cswartzvi,1.0
965,RamiSJ12,1.0
966,FollowTheProcess,1.0
967,iamveritas,1.0
968,squeaktoy,1.0
969,ram02z,1.0
970,filmor,1.0
971,kboshold,1.0
972,jsnider-mtu,1.0
973,jonian,1.0
974,pc-fmarin,1.0
975,warrenc5,1.0
976,ego,1.0
977,eugenesvk,1.0
978,KentaKariya,1.0
979,shuuji3,1.0
980,benruijl,1.0
981,BattleCh1cken,1.0
982,AlexDouze,1.0
983,cogumbreiro,1.0
984,bric3,1.0
985,paigr,1.0
986,ryannewcomer,1.0
987,vivekmalneedi,1.0
988,switowski,1.0
989,bekicot,1.0
990,boreinhardt,1.0
991,DanCardin,1.0
992,vladinator1000,1.0
993,gunslingerfry,1.0
994,alvaroaleman,1.0
995,jaklan,1.0
996,xa888s,1.0
997,vypxl,1.0
998,AlexanderThaller,1.0
999,hwmrocker,1.0
1000,noambloom,1.0
1001,wahmedswl,1.0
1002,pnotequalnp,1.0
1003,dbeckwith,1.0
1004,princemaple,1.0
1005,daadu,1.0
1006,Minkiu,1.0
1007,wlonkly,1.0
1008,anouarkappitou,1.0
1009,jeremywitte,1.0
1010,hivehand,1.0
1011,trytonlux,1.0
1012,otavio-silva,1.0
1013,agzam,1.0
1014,exincore,1.0
1015,DanielKneipp,1.0
1016,jacobmichels,1.0
1017,lorthirk,1.0
1018,mapkon,1.0
1019,tapeinosyne,1.0
1020,sidmadala,1.0
1021,Ajpantuso,1.0
1022,ameeno,1.0
1023,ayushnix,1.0
1024,kemingy,1.0
1025,maddiemort,1.0
1026,Mithrandir2k18,1.0
1027,soraxas,1.0
1028,jdnavarro,1.0
1029,AmlanJSarmah,1.0
1030,kudlatyamroth,1.0
1031,languitar,1.0
1032,esposm03,1.0
1033,LinusU,1.0
1034,NyCodeGHG,1.0
1035,alok,1.0
1036,Cyanide-1,1.0
1037,matoruru,1.0
1038,kuno,1.0
1039,zzamboni,1.0
1040,Halkcyon,1.0
1041,mborejdo,1.0
1042,stephymiehle,1.0
1043,tracker1,1.0
1044,guillemglez,1.0
1045,MCMaurer,1.0
1046,DerRockWolf,1.0
1047,philoserf,1.0
1048,createchange,1.0
1049,simon-bachhuber,1.0
1050,shanesveller,1.0
1051,twobiers,1.0
1052,zoritle,1.0
1053,YuvalNahon2,1.0
1054,aarongable,1.0
1055,RFCreate,1.0
1056,msanders,1.0
1057,brendanmaguire,1.0
1058,zscholl,1.0
1059,ins0mniaque,1.0
1060,jakobneufeld,1.0
1061,zapman449,1.0
1062,Bahex,1.0
1063,Marin-Kitagawa,1.0
1064,nhedger,1.0
1065,pinage404,1.0
1066,bhankas,1.0
1067,particledecay,1.0
1068,laqda,1.0
1069,morphykuffour,1.0
1070,dmitry-minchuk,1.0
1071,ThatAnonyG,1.0
1072,akikanellis,1.0
1073,chrispyles,1.0
1074,idanski,1.0
1075,Siddharth-Gandhi,1.0
1076,Ohssie,1.0
1077,christianbundy,1.0
1078,EliaGeretto,1.0
1079,alepinio,1.0
1080,srgvg,1.0
1081,lil-skelly,1.0
1082,Btocode,1.0
1083,Armavica,1.0
1084,nezaboravi,1.0
1085,melroy89,1.0
1086,danielwaltz,1.0
1087,hriddhidey,1.0
1088,jeanga,1.0
1089,Gorthog,1.0
1090,MatejKastak,1.0
1091,catleeball,1.0
1092,lentzi90,1.0
1093,VegardSkui,1.0
1094,nim65s,1.0
1095,SuvanCheng,1.0
1096,Vitruves,1.0
1097,ShapedTime,1.0
1098,lberrymage,1.0
1099,CSpencerND,1.0
1100,micc83,1.0
1101,marcos-quezada,1.0
1102,injust,1.0
1103,sondrelg,1.0
1104,chrisfair,1.0
1105,ubunatic,1.0
1106,rjsab,1.0
1107,EHfive,1.0
1108,jjant,1.0
1109,kensixx,1.0
1110,jasongitmail,1.0
1111,MurtadhaInit,1.0
1112,sixtyfive,1.0
1113,stku1985,1.0
1114,037g,1.0
1115,giggio,1.0
1116,b3b00,1.0
1117,JKatzwinkel,1.0
1118,Nicoloye,1.0
1119,aniljava,1.0
1120,lacasian,1.0
1121,cg-jl,1.0
1122,TiceCosmos,1.0
1123,hhtpcd,1.0
1124,fraserli,1.0
1125,pinpox,1.0
1126,v4nderstruck,1.0
1127,electricduck,1.0
1128,unindented,1.0
1129,jmfergeau,1.0
1130,xypnox,1.0
1131,OlaoluwaM,1.0
1132,Gonkers,1.0
1133,giorgiga,1.0
1134,AnthonyPorthouse,1.0
1135,raylu,1.0
1136,elder-n00b,1.0
1137,stefb69,1.0
1138,as3ii,1.0
1139,coderdiaz,1.0
1140,siliconcritters,1.0
